jour,dep,P,cas_glissant
2020-12-07,52,87,47
2020-12-07,53,67,45
2020-12-07,54,319,185
2020-12-07,55,85,50
2020-12-07,56,58,39
2020-12-07,57,409,245
2020-12-07,58,64,46
2020-12-07,59,645,452
2020-12-07,60,167,111
2020-12-07,61,111,57
2020-12-07,62,445,257
2020-12-07,63,149,104
2020-12-07,64,236,129
2020-12-07,65,100,67
2020-12-07,66,30,29
2020-12-07,67,291,192
2020-12-07,68,316,168
2020-12-07,69,710,448
2020-12-07,70,82,61
2020-12-07,71,182,122
2020-12-07,72,150,102
2020-12-07,73,153,108
2020-12-07,74,396,259
2020-12-07,75,438,278
2020-12-07,76,202,141
2020-12-07,77,342,229
2020-12-07,78,372,216
2020-12-07,79,107,55
2020-12-07,80,100,70
2020-12-07,81,81,47
2020-12-07,82,28,23
2020-12-07,83,272,151
2020-12-07,84,163,109
2020-12-07,85,89,53
2020-12-07,86,68,40
2020-12-07,87,89,62
2020-12-07,88,168,103
2020-12-07,89,159,96
2020-12-07,90,53,30
2020-12-07,91,275,175
2020-12-07,92,324,199
2020-12-07,93,501,305
2020-12-07,94,390,247
2020-12-07,95,365,212
2020-12-07,971,11,7
2020-12-07,972,16,8
2020-12-07,973,57,39
2020-12-07,974,55,37
2020-12-07,975,0,0
2020-12-07,976,38,27
2020-12-07,977,0,1
2020-12-07,978,14,10
2020-12-08,01,187,147
2020-12-08,02,135,109
2020-12-08,03,105,81
2020-12-08,04,23,21
2020-12-08,05,40,27
2020-12-08,06,287,240
2020-12-08,07,63,59
2020-12-08,08,147,102
2020-12-08,09,22,20
2020-12-08,10,73,56
2020-12-08,11,42,33
2020-12-08,12,17,23
2020-12-08,13,432,371
2020-12-08,14,76,71
2020-12-08,15,33,19
2020-12-08,16,44,46
2020-12-08,17,22,21
2020-12-08,18,97,60
2020-12-08,19,22,23
2020-12-08,21,187,112
2020-12-08,22,39,40
2020-12-08,23,7,13
2020-12-08,24,44,37
2020-12-08,25,182,190
2020-12-08,26,147,115
2020-12-08,27,92,80
2020-12-08,28,77,62
2020-12-08,29,27,32
2020-12-08,2A,7,7
2020-12-08,2B,8,6
2020-12-08,30,156,115
2020-12-08,31,139,108
2020-12-08,32,33,35
2020-12-08,33,221,167
2020-12-08,34,136,114
2020-12-08,35,108,84
2020-12-08,36,51,34
2020-12-08,37,77,66
2020-12-08,38,471,326
2020-12-08,39,126,81
2020-12-08,40,72,80
2020-12-08,41,93,54
2020-12-08,42,188,162
2020-12-08,43,48,39
2020-12-08,44,114,105
2020-12-08,45,169,124
2020-12-08,46,35,18
2020-12-08,47,76,67
2020-12-08,48,27,22
2020-12-08,49,129,105
2020-12-08,50,38,29
2020-12-08,51,114,64
2020-12-08,52,63,47
2020-12-08,53,53,42
2020-12-08,54,280,195
2020-12-08,55,85,55
2020-12-08,56,46,37
2020-12-08,57,303,257
2020-12-08,58,45,49
2020-12-08,59,523,447
2020-12-08,60,136,114
2020-12-08,61,87,61
2020-12-08,62,315,259
2020-12-08,63,87,95
2020-12-08,64,179,138
2020-12-08,65,87,67
2020-12-08,66,31,25
2020-12-08,67,226,192
2020-12-08,68,216,172
2020-12-08,69,551,453
2020-12-08,70,62,59
2020-12-08,71,176,128
2020-12-08,72,127,107
2020-12-08,73,123,106
2020-12-08,74,271,245
2020-12-08,75,330,280
2020-12-08,76,213,145
2020-12-08,77,258,225
2020-12-08,78,236,213
2020-12-08,79,43,55
2020-12-08,80,113,74
2020-12-08,81,68,49
2020-12-08,82,20,23
2020-12-08,83,204,152
2020-12-08,84,138,111
2020-12-08,85,55,53
2020-12-08,86,76,44
2020-12-08,87,106,66
2020-12-08,88,165,113
2020-12-08,89,136,103
2020-12-08,90,38,32
2020-12-08,91,252,181
2020-12-08,92,213,196
2020-12-08,93,397,316
2020-12-08,94,340,256
2020-12-08,95,266,217
2020-12-08,971,10,6
2020-12-08,972,16,9
2020-12-08,973,73,44
2020-12-08,974,33,35
2020-12-08,975,0,0
2020-12-08,976,21,25
2020-12-08,977,0,1
2020-12-08,978,3,8
2020-12-09,01,163,144
2020-12-09,02,136,114
2020-12-09,03,98,84
2020-12-09,04,23,21
2020-12-09,05,30,27
2020-12-09,06,340,248
2020-12-09,07,100,65
2020-12-09,08,161,113
2020-12-09,09,16,18
2020-12-09,10,77,58
2020-12-09,11,41,33
2020-12-09,12,18,23
2020-12-09,13,427,371
2020-12-09,14,76,72
2020-12-09,15,10,19
2020-12-09,16,50,47
2020-12-09,17,19,21
2020-12-09,18,95,66
2020-12-09,19,19,23
2020-12-09,21,139,112
2020-12-09,22,51,39
2020-12-09,23,11,12
2020-12-09,24,30,35
2020-12-09,25,248,198
2020-12-09,26,128,115
2020-12-09,27,71,75
2020-12-09,28,79,62
2020-12-09,29,49,34
2020-12-09,2A,8,8
2020-12-09,2B,12,6
2020-12-09,30,121,118
2020-12-09,31,127,107
2020-12-09,32,41,31
2020-12-09,33,204,170
2020-12-09,34,130,112
2020-12-09,35,132,90
2020-12-09,36,34,33
2020-12-09,37,60,66
2020-12-09,38,444,342
2020-12-09,39,103,83
2020-12-09,40,86,68
2020-12-09,41,57,52
2020-12-09,42,205,169
2020-12-09,43,35,37
2020-12-09,44,152,112
2020-12-09,45,140,127
2020-12-09,46,14,18
2020-12-09,47,77,69
2020-12-09,48,35,23
2020-12-09,49,151,108
2020-12-09,50,39,28
2020-12-09,51,96,70
2020-12-09,52,69,49
2020-12-09,53,85,48
2020-12-09,54,280,210
2020-12-09,55,45,55
2020-12-09,56,46,38
2020-12-09,57,330,265
2020-12-09,58,51,50
2020-12-09,59,465,442
2020-12-09,60,155,120
2020-12-09,61,96,66
2020-12-09,62,293,258
2020-12-09,63,102,93
2020-12-09,64,123,137
2020-12-09,65,74,65
2020-12-09,66,34,25
2020-12-09,67,201,186
2020-12-09,68,196,179
2020-12-09,69,531,456
2020-12-09,70,80,57
2020-12-09,71,163,134
2020-12-09,72,105,104
2020-12-09,73,121,104
2020-12-09,74,225,240
2020-12-09,75,368,294
2020-12-09,76,205,156
2020-12-09,77,278,230
2020-12-09,78,210,209
2020-12-09,79,40,52
2020-12-09,80,88,78
2020-12-09,81,57,49
2020-12-09,82,35,24
2020-12-09,83,157,149
2020-12-09,84,141,111
2020-12-09,85,48,53
2020-12-09,86,56,46
2020-12-09,87,62,59
2020-12-09,88,161,122
2020-12-09,89,166,112
2020-12-09,90,51,35
2020-12-09,91,219,185
2020-12-09,92,246,201
2020-12-09,93,369,314
2020-12-09,94,305,266
2020-12-09,95,210,218
2020-12-09,971,6,6
2020-12-09,972,6,9
2020-12-09,973,61,47
2020-12-09,974,37,34
2020-12-09,975,0,0
2020-12-09,976,27,23
2020-12-09,977,1,1
2020-12-09,978,15,8
2020-12-10,01,171,147
2020-12-10,02,178,124
2020-12-10,03,121,91
2020-12-10,04,33,22
2020-12-10,05,33,27
2020-12-10,06,271,250
2020-12-10,07,93,69
2020-12-10,08,134,118
2020-12-10,09,20,15
2020-12-10,10,64,59
2020-12-10,11,30,32
2020-12-10,12,41,25
2020-12-10,13,419,375
2020-12-10,14,122,79
2020-12-10,15,22,21
2020-12-10,16,54,46
2020-12-10,17,20,20
2020-12-10,18,76,69
2020-12-10,19,20,21
2020-12-10,21,143,117
2020-12-10,22,62,42
2020-12-10,23,8,12
2020-12-10,24,40,35
2020-12-10,25,237,203
2020-12-10,26,152,118
2020-12-10,27,94,73
2020-12-10,28,73,61
2020-12-10,29,35,31
2020-12-10,2A,0,7
2020-12-10,2B,7,6
2020-12-10,30,200,129
2020-12-10,31,133,112
2020-12-10,32,39,29
2020-12-10,33,184,171
2020-12-10,34,134,109
2020-12-10,35,89,91
2020-12-10,36,33,32
2020-12-10,37,93,70
2020-12-10,38,419,351
2020-12-10,39,82,85
2020-12-10,40,100,68
2020-12-10,41,79,55
2020-12-10,42,198,171
2020-12-10,43,63,40
2020-12-10,44,131,112
2020-12-10,45,156,126
2020-12-10,46,10,17
2020-12-10,47,63,66
2020-12-10,48,8,21
2020-12-10,49,172,114
2020-12-10,50,32,29
2020-12-10,51,106,74
2020-12-10,52,83,54
2020-12-10,53,44,47
2020-12-10,54,329,222
2020-12-10,55,61,56
2020-12-10,56,54,40
2020-12-10,57,366,276
2020-12-10,58,49,49
2020-12-10,59,506,431
2020-12-10,60,158,127
2020-12-10,61,109,72
2020-12-10,62,350,263
2020-12-10,63,126,95
2020-12-10,64,141,133
2020-12-10,65,67,63
2020-12-10,66,46,26
2020-12-10,67,201,182
2020-12-10,68,195,179
2020-12-10,69,509,459
2020-12-10,70,108,62
2020-12-10,71,161,135
2020-12-10,72,116,109
2020-12-10,73,113,100
2020-12-10,74,251,232
2020-12-10,75,434,310
2020-12-10,76,217,164
2020-12-10,77,279,234
2020-12-10,78,270,216
2020-12-10,79,80,53
2020-12-10,80,103,80
2020-12-10,81,61,49
2020-12-10,82,17,21
2020-12-10,83,186,154
2020-12-10,84,154,111
2020-12-10,85,116,60
2020-12-10,86,55,49
2020-12-10,87,68,61
2020-12-10,88,188,125
2020-12-10,89,127,113
2020-12-10,90,30,33
2020-12-10,91,181,185
2020-12-10,92,256,209
2020-12-10,93,473,332
2020-12-10,94,342,274
2020-12-10,95,258,221
2020-12-10,971,6,6
2020-12-10,972,8,9
2020-12-10,973,88,53
2020-12-10,974,42,32
2020-12-10,975,0,0
2020-12-10,976,18,22
2020-12-10,977,0,1
2020-12-10,978,9,8
2020-12-11,01,166,147
2020-12-11,02,208,133
2020-12-11,03,84,85
2020-12-11,04,17,19
2020-12-11,05,28,28
2020-12-11,06,275,241
2020-12-11,07,80,70
2020-12-11,08,174,127
2020-12-11,09,26,16
2020-12-11,10,54,58
2020-12-11,11,44,31
2020-12-11,12,32,21
2020-12-11,13,526,400
2020-12-11,14,72,79
2020-12-11,15,37,22
2020-12-11,16,49,45
2020-12-11,17,27,21
2020-12-11,18,117,77
2020-12-11,19,25,18
2020-12-11,21,155,123
2020-12-11,22,35,41
2020-12-11,23,9,12
2020-12-11,24,30,34
2020-12-11,25,211,200
2020-12-11,26,181,125
2020-12-11,27,82,67
2020-12-11,28,72,61
2020-12-11,29,43,35
2020-12-11,2A,9,5
2020-12-11,2B,10,6
2020-12-11,30,156,130
2020-12-11,31,151,113
2020-12-11,32,35,29
2020-12-11,33,181,172
2020-12-11,34,167,116
2020-12-11,35,94,86
2020-12-11,36,22,30
2020-12-11,37,63,68
2020-12-11,38,448,360
2020-12-11,39,104,84
2020-12-11,40,97,70
2020-12-11,41,70,59
2020-12-11,42,224,171
2020-12-11,43,49,41
2020-12-11,44,143,114
2020-12-11,45,169,131
2020-12-11,46,24,18
2020-12-11,47,57,60
2020-12-11,48,18,20
2020-12-11,49,132,116
2020-12-11,50,40,31
2020-12-11,51,120,82
2020-12-11,52,80,58
2020-12-11,53,75,51
2020-12-11,54,316,238
2020-12-11,55,115,63
2020-12-11,56,90,47
2020-12-11,57,358,281
2020-12-11,58,83,51
2020-12-11,59,532,433
2020-12-11,60,160,131
2020-12-11,61,77,75
2020-12-11,62,311,265
2020-12-11,63,147,97
2020-12-11,64,184,138
2020-12-11,65,77,65
2020-12-11,66,41,28
2020-12-11,67,251,189
2020-12-11,68,190,178
2020-12-11,69,585,461
2020-12-11,70,68,62
2020-12-11,71,171,135
2020-12-11,72,148,113
2020-12-11,73,113,101
2020-12-11,74,271,228
2020-12-11,75,407,321
2020-12-11,76,177,168
2020-12-11,77,289,233
2020-12-11,78,259,218
2020-12-11,79,68,55
2020-12-11,80,138,89
2020-12-11,81,75,51
2020-12-11,82,31,21
2020-12-11,83,179,155
2020-12-11,84,150,116
2020-12-11,85,82,61
2020-12-11,86,44,47
2020-12-11,87,59,60
2020-12-11,88,151,130
2020-12-11,89,156,118
2020-12-11,90,38,33
2020-12-11,91,248,185
2020-12-11,92,313,217
2020-12-11,93,402,341
2020-12-11,94,405,288
2020-12-11,95,317,230
2020-12-11,971,9,7
2020-12-11,972,17,9
2020-12-11,973,70,55
2020-12-11,974,46,33
2020-12-11,975,0,0
2020-12-11,976,23,20
2020-12-11,977,0,0
2020-12-11,978,6,8
2020-12-12,01,87,149
2020-12-12,02,101,135
2020-12-12,03,61,88
2020-12-12,04,6,20
2020-12-12,05,12,27
2020-12-12,06,195,251
2020-12-12,07,28,69
2020-12-12,08,68,125
2020-12-12,09,9,17
2020-12-12,10,42,59
2020-12-12,11,21,32
2020-12-12,12,9,20
2020-12-12,13,264,396
2020-12-12,14,61,80
2020-12-12,15,17,23
2020-12-12,16,27,45
2020-12-12,17,12,21
2020-12-12,18,53,80
2020-12-12,19,11,17
2020-12-12,21,106,130
2020-12-12,22,32,39
2020-12-12,23,7,12
2020-12-12,24,14,33
2020-12-12,25,190,207
2020-12-12,26,69,123
2020-12-12,27,34,67
2020-12-12,28,30,61
2020-12-12,29,38,35
2020-12-12,2A,2,5
2020-12-12,2B,4,6
2020-12-12,30,75,130
2020-12-12,31,76,114
2020-12-12,32,18,30
2020-12-12,33,108,175
2020-12-12,34,89,118
2020-12-12,35,87,87
2020-12-12,36,36,32
2020-12-12,37,56,68
2020-12-12,38,181,363
2020-12-12,39,55,85
2020-12-12,40,38,73
2020-12-12,41,36,60
2020-12-12,42,95,172
2020-12-12,43,26,42
2020-12-12,44,72,109
2020-12-12,45,90,131
2020-12-12,46,12,18
2020-12-12,47,56,63
2020-12-12,48,4,19
2020-12-12,49,49,118
2020-12-12,50,17,32
2020-12-12,51,69,87
2020-12-12,52,35,60
2020-12-12,53,36,52
2020-12-12,54,198,250
2020-12-12,55,66,66
2020-12-12,56,31,47
2020-12-12,57,226,289
2020-12-12,58,60,52
2020-12-12,59,295,437
2020-12-12,60,106,135
2020-12-12,61,35,76
2020-12-12,62,184,275
2020-12-12,63,61,99
2020-12-12,64,55,135
2020-12-12,65,35,64
2020-12-12,66,14,28
2020-12-12,67,156,193
2020-12-12,68,153,184
2020-12-12,69,316,468
2020-12-12,70,52,65
2020-12-12,71,92,139
2020-12-12,72,75,110
2020-12-12,73,71,102
2020-12-12,74,122,225
2020-12-12,75,261,329
2020-12-12,76,134,174
2020-12-12,77,195,241
2020-12-12,78,176,222
2020-12-12,79,40,55
2020-12-12,80,64,90
2020-12-12,81,21,52
2020-12-12,82,12,20
2020-12-12,83,105,160
2020-12-12,84,91,122
2020-12-12,85,47,64
2020-12-12,86,25,47
2020-12-12,87,47,62
2020-12-12,88,89,134
2020-12-12,89,79,120
2020-12-12,90,25,34
2020-12-12,91,106,185
2020-12-12,92,168,222
2020-12-12,93,252,349
2020-12-12,94,191,288
2020-12-12,95,165,231
2020-12-12,971,2,7
2020-12-12,972,3,10
2020-12-12,973,40,56
2020-12-12,974,22,35
2020-12-12,975,0,0
2020-12-12,976,15,21
2020-12-12,977,1,0
2020-12-12,978,7,8
2020-12-13,01,15,149
2020-12-13,02,9,133
2020-12-13,03,7,89
2020-12-13,04,1,19
2020-12-13,05,9,28
2020-12-13,06,38,253
2020-12-13,07,12,70
2020-12-13,08,18,125
2020-12-13,09,3,17
2020-12-13,10,10,59
2020-12-13,11,3,32
2020-12-13,12,0,20
2020-12-13,13,97,399
2020-12-13,14,30,82
2020-12-13,15,15,25
2020-12-13,16,3,44
2020-12-13,17,3,20
2020-12-13,18,21,81
2020-12-13,19,2,17
2020-12-13,21,26,131
2020-12-13,22,3,39
2020-12-13,23,2,12
2020-12-13,24,3,33
2020-12-13,25,23,208
2020-12-13,26,10,122
2020-12-13,27,14,68
2020-12-13,28,8,62
2020-12-13,29,21,38
2020-12-13,2A,0,5
2020-12-13,2B,0,6
2020-12-13,30,62,135
2020-12-13,31,48,117
2020-12-13,32,4,30
2020-12-13,33,38,175
2020-12-13,34,17,117
2020-12-13,35,24,90
2020-12-13,36,4,32
2020-12-13,37,6,66
2020-12-13,38,46,365
2020-12-13,39,23,86
2020-12-13,40,11,74
2020-12-13,41,5,59
2020-12-13,42,22,171
2020-12-13,43,3,41
2020-12-13,44,28,110
2020-12-13,45,39,133
2020-12-13,46,1,18
2020-12-13,47,6,63
2020-12-13,48,1,19
2020-12-13,49,18,119
2020-12-13,50,2,30
2020-12-13,51,21,89
2020-12-13,52,3,60
2020-12-13,53,11,53
2020-12-13,54,46,253
2020-12-13,55,9,67
2020-12-13,56,11,48
2020-12-13,57,49,292
2020-12-13,58,7,51
2020-12-13,59,90,437
2020-12-13,60,15,128
2020-12-13,61,18,76
2020-12-13,62,32,276
2020-12-13,63,21,99
2020-12-13,64,19,134
2020-12-13,65,10,64
2020-12-13,66,2,28
2020-12-13,67,25,193
2020-12-13,68,24,184
2020-12-13,69,49,464
2020-12-13,70,6,65
2020-12-13,71,30,139
2020-12-13,72,54,111
2020-12-13,73,22,102
2020-12-13,74,19,222
2020-12-13,75,105,335
2020-12-13,76,29,168
2020-12-13,77,38,240
2020-12-13,78,33,222
2020-12-13,79,9,55
2020-12-13,80,10,88
2020-12-13,81,2,52
2020-12-13,82,0,20
2020-12-13,83,22,161
2020-12-13,84,20,122
2020-12-13,85,10,64
2020-12-13,86,4,47
2020-12-13,87,4,62
2020-12-13,88,14,134
2020-12-13,89,20,120
2020-12-13,90,4,34
2020-12-13,91,30,187
2020-12-13,92,40,223
2020-12-13,93,93,355
2020-12-13,94,61,291
2020-12-13,95,38,231
2020-12-13,971,3,7
2020-12-13,972,0,9
2020-12-13,973,18,58
2020-12-13,974,6,34
2020-12-13,975,0,0
2020-12-13,976,2,21
2020-12-13,977,0,0
2020-12-13,978,4,8
2020-12-14,01,251,149
2020-12-14,02,244,144
2020-12-14,03,197,96
2020-12-14,04,24,18
2020-12-14,05,55,30
2020-12-14,06,508,273
2020-12-14,07,145,74
2020-12-14,08,173,125
2020-12-14,09,31,18
2020-12-14,10,112,62
2020-12-14,11,52,33
2020-12-14,12,58,25
2020-12-14,13,768,419
2020-12-14,14,127,81
2020-12-14,15,69,29
2020-12-14,16,57,41
2020-12-14,17,53,22
2020-12-14,18,102,80
2020-12-14,19,31,19
2020-12-14,21,249,144
2020-12-14,22,51,39
2020-12-14,23,23,10
2020-12-14,24,53,31
2020-12-14,25,318,201
2020-12-14,26,210,128
2020-12-14,27,98,69
2020-12-14,28,91,61
2020-12-14,29,68,40
2020-12-14,2A,4,4
2020-12-14,2B,8,7
2020-12-14,30,224,142
2020-12-14,31,164,120
2020-12-14,32,58,33
2020-12-14,33,271,172
2020-12-14,34,199,125
2020-12-14,35,195,104
2020-12-14,36,49,33
2020-12-14,37,121,68
2020-12-14,38,614,375
2020-12-14,39,144,91
2020-12-14,40,109,73
2020-12-14,41,103,63
2020-12-14,42,312,178
2020-12-14,43,67,42
2020-12-14,44,137,111
2020-12-14,45,179,135
2020-12-14,46,29,18
2020-12-14,47,89,61
2020-12-14,48,21,16
2020-12-14,49,187,120
2020-12-14,50,49,31
2020-12-14,51,218,106
2020-12-14,52,108,63
2020-12-14,53,63,52
2020-12-14,54,415,266
2020-12-14,55,108,70
2020-12-14,56,75,50
2020-12-14,57,535,310
2020-12-14,58,69,52
2020-12-14,59,654,438
2020-12-14,60,189,131
2020-12-14,61,125,78
2020-12-14,62,516,286
2020-12-14,63,269,116
2020-12-14,64,237,134
2020-12-14,65,114,66
2020-12-14,66,51,31
2020-12-14,67,359,203
2020-12-14,68,312,184
2020-12-14,69,824,481
2020-12-14,70,123,71
2020-12-14,71,238,147
2020-12-14,72,155,111
2020-12-14,73,137,100
2020-12-14,74,393,222
2020-12-14,75,600,358
2020-12-14,76,314,184
2020-12-14,77,360,242
2020-12-14,78,341,218
2020-12-14,79,108,55
2020-12-14,80,128,92
2020-12-14,81,94,54
2020-12-14,82,40,22
2020-12-14,83,247,157
2020-12-14,84,273,138
2020-12-14,85,125,69
2020-12-14,86,58,45
2020-12-14,87,87,62
2020-12-14,88,247,145
2020-12-14,89,180,123
2020-12-14,90,75,37
2020-12-14,91,303,191
2020-12-14,92,437,239
2020-12-14,93,590,368
2020-12-14,94,503,307
2020-12-14,95,422,239
2020-12-14,971,11,7
2020-12-14,972,18,10
2020-12-14,973,109,66
2020-12-14,974,45,33
2020-12-14,975,0,0
2020-12-14,976,26,19
2020-12-14,977,0,0
2020-12-14,978,8,7
2020-12-15,01,207,151
2020-12-15,02,202,154
2020-12-15,03,118,98
2020-12-15,04,18,17
2020-12-15,05,39,29
2020-12-15,06,480,301
2020-12-15,07,154,87
2020-12-15,08,138,124
2020-12-15,09,16,17
2020-12-15,10,81,63
2020-12-15,11,49,34
2020-12-15,12,17,25
2020-12-15,13,566,438
2020-12-15,14,79,81
2020-12-15,15,42,30
2020-12-15,16,55,42
2020-12-15,17,35,24
2020-12-15,18,136,86
2020-12-15,19,19,18
2020-12-15,21,244,152
2020-12-15,22,60,42
2020-12-15,23,2,9
2020-12-15,24,25,28
2020-12-15,25,277,215
2020-12-15,26,158,130
2020-12-15,27,102,71
2020-12-15,28,93,64
2020-12-15,29,51,44
2020-12-15,2A,5,4
2020-12-15,2B,15,8
2020-12-15,30,182,146
2020-12-15,31,150,121
2020-12-15,32,46,34
2020-12-15,33,251,177
2020-12-15,34,157,128
2020-12-15,35,126,107
2020-12-15,36,43,32
2020-12-15,37,97,71
2020-12-15,38,519,382
2020-12-15,39,156,95
2020-12-15,40,77,74
2020-12-15,41,91,63
2020-12-15,42,198,179
2020-12-15,43,58,43
2020-12-15,44,148,116
2020-12-15,45,182,136
2020-12-15,46,10,14
2020-12-15,47,77,61
2020-12-15,48,12,14
2020-12-15,49,114,118
2020-12-15,50,34,30
2020-12-15,51,196,118
2020-12-15,52,92,67
2020-12-15,53,62,54
2020-12-15,54,331,274
2020-12-15,55,123,75
2020-12-15,56,41,50
2020-12-15,57,394,323
2020-12-15,58,47,52
2020-12-15,59,515,437
2020-12-15,60,153,134
2020-12-15,61,76,77
2020-12-15,62,349,291
2020-12-15,63,147,125
2020-12-15,64,120,126
2020-12-15,65,88,66
2020-12-15,66,37,32
2020-12-15,67,278,210
2020-12-15,68,258,190
2020-12-15,69,652,495
2020-12-15,70,76,73
2020-12-15,71,220,154
2020-12-15,72,174,118
2020-12-15,73,114,99
2020-12-15,74,275,222
2020-12-15,75,508,383
2020-12-15,76,261,191
2020-12-15,77,320,251
2020-12-15,78,328,231
2020-12-15,79,86,62
2020-12-15,80,150,97
2020-12-15,81,108,60
2020-12-15,82,35,24
2020-12-15,83,255,164
2020-12-15,84,178,144
2020-12-15,85,95,75
2020-12-15,86,62,43
2020-12-15,87,94,60
2020-12-15,88,245,156
2020-12-15,89,159,127
2020-12-15,90,57,40
2020-12-15,91,229,188
2020-12-15,92,335,256
2020-12-15,93,425,372
2020-12-15,94,419,318
2020-12-15,95,256,238
2020-12-15,971,12,7
2020-12-15,972,12,9
2020-12-15,973,114,71
2020-12-15,974,61,37
2020-12-15,975,0,0
2020-12-15,976,29,20
2020-12-15,977,0,0
2020-12-15,978,3,7
2020-12-16,01,167,152
2020-12-16,02,260,172
2020-12-16,03,125,102
2020-12-16,04,23,17
2020-12-16,05,38,31
2020-12-16,06,461,318
2020-12-16,07,93,86
2020-12-16,08,160,124
2020-12-16,09,8,16
2020-12-16,10,86,64
2020-12-16,11,34,33
2020-12-16,12,27,26
2020-12-16,13,525,452
2020-12-16,14,81,82
2020-12-16,15,43,35
2020-12-16,16,41,41
2020-12-16,17,35,26
2020-12-16,18,142,92
2020-12-16,19,23,19
2020-12-16,21,186,158
2020-12-16,22,40,40
2020-12-16,23,13,9
2020-12-16,24,40,29
2020-12-16,25,275,219
2020-12-16,26,152,133
2020-12-16,27,82,72
2020-12-16,28,66,62
2020-12-16,29,84,49
2020-12-16,2A,4,3
2020-12-16,2B,8,7
2020-12-16,30,203,157
2020-12-16,31,139,123
2020-12-16,32,26,32
2020-12-16,33,230,180
2020-12-16,34,227,141
2020-12-16,35,157,110
2020-12-16,36,37,32
2020-12-16,37,145,83
2020-12-16,38,496,389
2020-12-16,39,149,102
2020-12-16,40,75,72
2020-12-16,41,77,66
2020-12-16,42,224,182
2020-12-16,43,54,46
2020-12-16,44,182,120
2020-12-16,45,134,136
2020-12-16,46,21,15
2020-12-16,47,75,60
2020-12-16,48,12,11
2020-12-16,49,136,115
2020-12-16,50,38,30
2020-12-16,51,179,130
2020-12-16,52,111,73
2020-12-16,53,72,52
2020-12-16,54,303,277
2020-12-16,55,85,81
2020-12-16,56,53,51
2020-12-16,57,407,334
2020-12-16,58,56,53
2020-12-16,59,505,442
2020-12-16,60,148,133
2020-12-16,61,66,72
2020-12-16,62,290,290
2020-12-16,63,150,132
2020-12-16,64,117,125
2020-12-16,65,76,67
2020-12-16,66,53,35
2020-12-16,67,253,218
2020-12-16,68,230,195
2020-12-16,69,604,506
2020-12-16,70,165,85
2020-12-16,71,174,155
2020-12-16,72,114,119
2020-12-16,73,112,97
2020-12-16,74,257,227
2020-12-16,75,520,405
2020-12-16,76,243,196
2020-12-16,77,290,253
2020-12-16,78,258,238
2020-12-16,79,78,67
2020-12-16,80,143,105
2020-12-16,81,69,61
2020-12-16,82,37,25
2020-12-16,83,285,183
2020-12-16,84,160,147
2020-12-16,85,83,80
2020-12-16,86,60,44
2020-12-16,87,56,59
2020-12-16,88,185,160
2020-12-16,89,153,125
2020-12-16,90,47,39
2020-12-16,91,258,194
2020-12-16,92,282,262
2020-12-16,93,453,384
2020-12-16,94,390,330
2020-12-16,95,308,252
2020-12-16,971,9,7
2020-12-16,972,23,12
2020-12-16,973,99,77
2020-12-16,974,54,39
2020-12-16,975,0,0
2020-12-16,976,35,21
2020-12-16,977,0,0
2020-12-16,978,7,6
2020-12-17,01,209,157
2020-12-17,02,295,188
2020-12-17,03,155,107
2020-12-17,04,34,18
2020-12-17,05,54,34
2020-12-17,06,469,347
2020-12-17,07,90,86
2020-12-17,08,148,126
2020-12-17,09,20,16
2020-12-17,10,98,69
2020-12-17,11,45,35
2020-12-17,12,78,32
2020-12-17,13,553,471
2020-12-17,14,102,79
2020-12-17,15,29,36
2020-12-17,16,46,40
2020-12-17,17,34,28
2020-12-17,18,87,94
2020-12-17,19,38,21
2020-12-17,21,165,162
2020-12-17,22,66,41
2020-12-17,23,7,9
2020-12-17,24,54,31
2020-12-17,25,264,223
2020-12-17,26,153,133
2020-12-17,27,94,72
2020-12-17,28,64,61
2020-12-17,29,54,51
2020-12-17,2A,4,4
2020-12-17,2B,5,7
2020-12-17,30,196,157
2020-12-17,31,184,130
2020-12-17,32,21,30
2020-12-17,33,240,188
2020-12-17,34,166,146
2020-12-17,35,107,113
2020-12-17,36,33,32
2020-12-17,37,88,82
2020-12-17,38,505,401
2020-12-17,39,113,106
2020-12-17,40,74,69
2020-12-17,41,75,65
2020-12-17,42,277,193
2020-12-17,43,82,48
2020-12-17,44,184,128
2020-12-17,45,224,145
2020-12-17,46,5,15
2020-12-17,47,92,65
2020-12-17,48,6,11
2020-12-17,49,161,114
2020-12-17,50,35,31
2020-12-17,51,117,131
2020-12-17,52,116,78
2020-12-17,53,63,55
2020-12-17,54,384,285
2020-12-17,55,108,88
2020-12-17,56,63,52
2020-12-17,57,398,338
2020-12-17,58,66,55
2020-12-17,59,484,439
2020-12-17,60,160,133
2020-12-17,61,104,72
2020-12-17,62,303,284
2020-12-17,63,194,141
2020-12-17,64,105,120
2020-12-17,65,103,72
2020-12-17,66,55,36
2020-12-17,67,353,239
2020-12-17,68,244,202
2020-12-17,69,679,530
2020-12-17,70,116,87
2020-12-17,71,240,166
2020-12-17,72,147,124
2020-12-17,73,139,101
2020-12-17,74,281,231
2020-12-17,75,538,420
2020-12-17,76,288,207
2020-12-17,77,268,251
2020-12-17,78,259,236
2020-12-17,79,81,67
2020-12-17,80,168,114
2020-12-17,81,69,63
2020-12-17,82,30,26
2020-12-17,83,290,198
2020-12-17,84,155,147
2020-12-17,85,95,77
