dep,jour,taux_posiv_glissant
74,2020-11-09,27.023816965681064
75,2020-11-09,10.997266554977516
76,2020-11-09,11.885808399670601
77,2020-11-09,16.456022697962343
78,2020-11-09,14.733392720794095
79,2020-11-09,7.8431372549019605
80,2020-11-09,10.503397770007258
81,2020-11-09,11.885245901639344
82,2020-11-09,11.967213114754099
83,2020-11-09,11.30586575480045
84,2020-11-09,16.176760702308147
85,2020-11-09,9.67741935483871
86,2020-11-09,8.001126919284406
87,2020-11-09,10.349448510462839
88,2020-11-09,12.445108027402073
89,2020-11-09,15.205551651440619
90,2020-11-09,14.276716355238294
91,2020-11-09,15.026667944172974
92,2020-11-09,12.684395383843453
93,2020-11-09,18.19911978113477
94,2020-11-09,15.026203499527476
95,2020-11-09,16.515667574931882
971,2020-11-09,7.3702422145328725
972,2020-11-09,10.607807609948939
973,2020-11-09,4.604273247065905
974,2020-11-09,4.351069119840875
975,2020-11-09,0
976,2020-11-09,12.072072072072073
977,2020-11-09,2.5594149908592323
978,2020-11-09,13.008130081300814
01,2020-11-10,20.12351124834583
02,2020-11-10,12.058121882455
03,2020-11-10,12.011276800949625
04,2020-11-10,14.428164428164427
05,2020-11-10,21.38108513832297
06,2020-11-10,10.700354077897137
07,2020-11-10,15.43512438731157
08,2020-11-10,12.0375089185608
09,2020-11-10,6.8865611767327835
10,2020-11-10,11.538461538461538
11,2020-11-10,8.21832842301132
12,2020-11-10,7.809339547972914
13,2020-11-10,9.766005659070363
14,2020-11-10,8.402328935420117
15,2020-11-10,8.241401687216094
16,2020-11-10,7.903899721448468
17,2020-11-10,5.408842672252563
18,2020-11-10,13.842511836531274
19,2020-11-10,9.446576699269531
21,2020-11-10,14.070266606416629
22,2020-11-10,7.765893841759118
23,2020-11-10,9.401540588583844
24,2020-11-10,8.215477514698872
25,2020-11-10,17.13153406240594
26,2020-11-10,16.159674318670135
27,2020-11-10,12.784475993436542
28,2020-11-10,12.606724992094446
29,2020-11-10,5.942249987702297
2A,2020-11-10,6.127872440206347
2B,2020-11-10,4.935819070904646
30,2020-11-10,14.016194664803322
31,2020-11-10,9.300448882836536
32,2020-11-10,9.732142857142858
33,2020-11-10,8.903586203262101
34,2020-11-10,11.212844662486553
35,2020-11-10,10.120741367376759
36,2020-11-10,11.883757135443695
37,2020-11-10,9.2709892894161
38,2020-11-10,21.99760820569431
39,2020-11-10,14.563380281690142
40,2020-11-10,10.51819363222872
41,2020-11-10,10.27944111776447
42,2020-11-10,19.649580504580356
43,2020-11-10,22.1954425942156
44,2020-11-10,10.613219529543262
45,2020-11-10,12.279230159839695
46,2020-11-10,8.963227783452503
47,2020-11-10,9.720944495553512
48,2020-11-10,14.97451979615837
49,2020-11-10,11.660732451678534
50,2020-11-10,7.81388740898597
51,2020-11-10,10.410834531285467
52,2020-11-10,14.620178541350851
53,2020-11-10,13.63006100942873
54,2020-11-10,8.621231155778894
55,2020-11-10,10.699514475813702
56,2020-11-10,8.735923235823282
57,2020-11-10,10.786808902366383
58,2020-11-10,9.144079885877318
59,2020-11-10,11.835693619613217
60,2020-11-10,13.48138471587198
61,2020-11-10,10.62251655629139
62,2020-11-10,11.599522320958169
63,2020-11-10,12.201987461082442
64,2020-11-10,9.70058160407841
65,2020-11-10,13.766752880319775
66,2020-11-10,7.685197411857916
67,2020-11-10,9.278862057558717
68,2020-11-10,10.935789513419653
69,2020-11-10,19.021071939225003
70,2020-11-10,13.941548183254342
71,2020-11-10,15.452682563338302
72,2020-11-10,10.166177908113392
73,2020-11-10,26.387215422664724
74,2020-11-10,25.526504531525067
75,2020-11-10,10.259338392396671
76,2020-11-10,11.182640546090237
77,2020-11-10,15.874368893843027
78,2020-11-10,13.94875832431191
79,2020-11-10,7.437062129494187
80,2020-11-10,9.870637380406952
81,2020-11-10,10.787985021113855
82,2020-11-10,11.33206609153385
83,2020-11-10,10.437988985274306
84,2020-11-10,15.608919382504288
85,2020-11-10,8.998921362165493
86,2020-11-10,7.695633376567229
87,2020-11-10,9.369834710743802
88,2020-11-10,12.1792618629174
89,2020-11-10,14.89507494646681
90,2020-11-10,13.493569470799072
91,2020-11-10,14.007515111909818
92,2020-11-10,11.8023976849938
93,2020-11-10,16.93845825586003
94,2020-11-10,14.158102294455066
95,2020-11-10,15.532565415244596
971,2020-11-10,7.050796057619409
972,2020-11-10,10.513615994484661
973,2020-11-10,4.53416149068323
974,2020-11-10,4.294327550141504
975,2020-11-10,0
976,2020-11-10,12.137989778534923
977,2020-11-10,3.368794326241135
978,2020-11-10,13.812154696132598
01,2020-11-11,19.724893879963464
02,2020-11-11,11.898235394894638
03,2020-11-11,11.63357715081853
04,2020-11-11,13.574766355140186
05,2020-11-11,21.19155354449472
06,2020-11-11,10.242616033755274
07,2020-11-11,15.484371536244733
08,2020-11-11,11.770381090207428
09,2020-11-11,6.703584960652871
10,2020-11-11,11.32753142699268
11,2020-11-11,7.994119268584029
12,2020-11-11,7.307926211230488
13,2020-11-11,9.320536894081647
14,2020-11-11,8.20257214940619
15,2020-11-11,7.919621749408984
16,2020-11-11,8.126441459774792
17,2020-11-11,5.353354006854905
18,2020-11-11,13.194850789935636
19,2020-11-11,9.46587537091988
21,2020-11-11,13.412420588616621
22,2020-11-11,7.2919841511734225
23,2020-11-11,9.072891433604934
24,2020-11-11,8.209313490158426
25,2020-11-11,16.592539880211113
26,2020-11-11,15.389310906131307
27,2020-11-11,12.517745302713987
28,2020-11-11,12.193087008343266
29,2020-11-11,5.755978921767329
2A,2020-11-11,5.911427441676552
2B,2020-11-11,4.77060866386401
30,2020-11-11,13.54784911953696
31,2020-11-11,9.142483737784774
32,2020-11-11,9.2573491490459
33,2020-11-11,8.598657800386112
34,2020-11-11,10.787011557512383
35,2020-11-11,9.65433975763538
36,2020-11-11,11.938461538461539
37,2020-11-11,8.8099128540305
38,2020-11-11,20.99690859847345
39,2020-11-11,14.044444444444446
40,2020-11-11,10.411718131433096
41,2020-11-11,9.663564781675017
42,2020-11-11,19.164357279897676
43,2020-11-11,20.77506991610068
44,2020-11-11,10.293690870044692
45,2020-11-11,11.866065119312932
46,2020-11-11,8.624777711914641
47,2020-11-11,9.365416371785798
48,2020-11-11,14.898865318204244
49,2020-11-11,11.071248105103587
50,2020-11-11,7.40281224152192
51,2020-11-11,10.180012414649287
52,2020-11-11,14.450984371828698
53,2020-11-11,12.725604160293669
54,2020-11-11,8.249260945051851
55,2020-11-11,10.575100063197809
56,2020-11-11,8.468168758505973
57,2020-11-11,10.555447659739755
58,2020-11-11,8.762098828323994
59,2020-11-11,11.492388043115902
60,2020-11-11,12.719499160177126
61,2020-11-11,10.434131736526945
62,2020-11-11,11.358237077086917
63,2020-11-11,11.993444576877236
64,2020-11-11,9.301531766011008
65,2020-11-11,14.168177381118394
66,2020-11-11,7.223352637345437
67,2020-11-11,8.7446579861545
68,2020-11-11,10.846656976744185
69,2020-11-11,18.162241017002138
70,2020-11-11,14.18833227647432
71,2020-11-11,14.578762615182098
72,2020-11-11,10.077277339786122
73,2020-11-11,25.95687532641946
74,2020-11-11,24.797833236602827
75,2020-11-11,9.882845735977487
76,2020-11-11,10.77496226354498
77,2020-11-11,15.11519708192206
78,2020-11-11,13.709279836171262
79,2020-11-11,7.566820276497696
80,2020-11-11,9.712657326050818
81,2020-11-11,10.713945286435992
82,2020-11-11,11.617884718980068
83,2020-11-11,10.083702054504974
84,2020-11-11,15.273052820053715
85,2020-11-11,8.73594464351909
86,2020-11-11,7.4428274428274435
87,2020-11-11,9.064885496183205
88,2020-11-11,12.065717873587275
89,2020-11-11,14.298588164613998
90,2020-11-11,13.306950284442246
91,2020-11-11,13.318050728388672
92,2020-11-11,11.347191562423351
93,2020-11-11,16.01363473268748
94,2020-11-11,13.557763711588105
95,2020-11-11,15.090342679127724
971,2020-11-11,7.123655913978495
972,2020-11-11,10.401188707280832
973,2020-11-11,4.86388384754991
974,2020-11-11,4.281582845453904
975,2020-11-11,0
976,2020-11-11,11.622501162250117
977,2020-11-11,3.076923076923077
978,2020-11-11,13.698630136986301
01,2020-11-12,18.325041459369817
02,2020-11-12,11.412567827761247
03,2020-11-12,11.96027633851468
04,2020-11-12,12.576015567988325
05,2020-11-12,18.56694560669456
06,2020-11-12,9.486659912191827
07,2020-11-12,15.643495416038064
08,2020-11-12,12.380060847179967
09,2020-11-12,6.112054329371817
10,2020-11-12,11.75163217113488
11,2020-11-12,7.836727068933308
12,2020-11-12,6.814499797488861
13,2020-11-12,8.718968591414072
14,2020-11-12,8.05734058329214
15,2020-11-12,7.357212003872217
16,2020-11-12,8.036495438070242
17,2020-11-12,4.915824915824916
18,2020-11-12,12.44407158836689
19,2020-11-12,8.21880894637564
21,2020-11-12,12.543621558743698
22,2020-11-12,7.342335430412766
23,2020-11-12,8.089792460821686
24,2020-11-12,7.8384798099762465
25,2020-11-12,16.41949152542373
26,2020-11-12,14.681459297576913
27,2020-11-12,11.852099156998582
28,2020-11-12,11.18175018698579
29,2020-11-12,5.339239916064351
2A,2020-11-12,4.2517006802721085
2B,2020-11-12,5.138193285104804
30,2020-11-12,12.519462826002336
31,2020-11-12,8.695134298135907
32,2020-11-12,9.168123907069697
33,2020-11-12,8.441834996349478
34,2020-11-12,10.03018703513522
35,2020-11-12,8.971440841743613
36,2020-11-12,11.539984164687253
37,2020-11-12,8.672140997396355
38,2020-11-12,20.284526402126875
39,2020-11-12,13.141274238227146
40,2020-11-12,9.569377990430622
41,2020-11-12,9.474309474309473
42,2020-11-12,18.696323978583493
43,2020-11-12,20.169934640522875
44,2020-11-12,9.764815426666267
45,2020-11-12,11.579545454545455
46,2020-11-12,8.6894178376828215
47,2020-11-12,9.090909090909092
48,2020-11-12,12.954333643988816
49,2020-11-12,10.957610694230482
50,2020-11-12,7.3052283529654884
51,2020-11-12,9.3999484934329125
52,2020-11-12,14.083710407239819
53,2020-11-12,12.26344807033229
54,2020-11-12,8.384030418250951
55,2020-11-12,10.008741258741258
56,2020-11-12,8.059877590148218
57,2020-11-12,10.409517272935256
58,2020-11-12,8.434547908232119
59,2020-11-12,11.150202668852756
60,2020-11-12,11.76291639202961
61,2020-11-12,10.842280356872825
62,2020-11-12,11.145684236729107
63,2020-11-12,11.360958869026277
64,2020-11-12,8.970113593494572
65,2020-11-12,13.73109930527176
66,2020-11-12,6.290541559812943
67,2020-11-12,8.38358544562551
68,2020-11-12,10.28210675025385
69,2020-11-12,17.614945785636028
70,2020-11-12,12.935626236493682
71,2020-11-12,13.972402961633385
72,2020-11-12,9.517894573402687
73,2020-11-12,24.027059896625115
74,2020-11-12,24.598548828357323
75,2020-11-12,9.47229610424443
76,2020-11-12,10.244432016317399
77,2020-11-12,14.384888011984362
78,2020-11-12,12.796099358851306
79,2020-11-12,7.00904687928356
80,2020-11-12,9.484179948182462
81,2020-11-12,9.964751833857292
82,2020-11-12,11.134127395132056
83,2020-11-12,9.199422607150789
84,2020-11-12,14.13532055831559
85,2020-11-12,8.15898327438403
86,2020-11-12,7.661188369152971
87,2020-11-12,8.682489706950836
88,2020-11-12,12.012678288431061
89,2020-11-12,13.796516231195566
90,2020-11-12,12.517882689556508
91,2020-11-12,12.360760433684836
92,2020-11-12,10.772725877260307
93,2020-11-12,15.182926829268292
94,2020-11-12,12.880694912249602
95,2020-11-12,14.35709526982012
971,2020-11-12,6.610093791871371
972,2020-11-12,10.044150110375275
973,2020-11-12,5.27246992215145
974,2020-11-12,4.226140498180801
975,2020-11-12,0
976,2020-11-12,10.42128603104213
977,2020-11-12,3.4090909090909087
978,2020-11-12,12.5
01,2020-11-13,17.131655207682257
02,2020-11-13,11.287414352686621
03,2020-11-13,12.073037790697674
04,2020-11-13,11.988086373790022
05,2020-11-13,16.807387862796833
06,2020-11-13,8.948082553738484
07,2020-11-13,15.510406342913777
08,2020-11-13,12.001937749788057
09,2020-11-13,5.411323115420707
10,2020-11-13,11.11734980348119
11,2020-11-13,7.057296865641844
12,2020-11-13,6.533881336284118
13,2020-11-13,8.426618664566575
14,2020-11-13,7.645371895783757
15,2020-11-13,6.80402491614758
16,2020-11-13,7.335761838964955
17,2020-11-13,4.623776950385315
18,2020-11-13,11.889808735369684
19,2020-11-13,7.444696539988656
21,2020-11-13,11.583442838370566
22,2020-11-13,7.054445433217377
23,2020-11-13,8.356164383561644
24,2020-11-13,7.2798113401004825
25,2020-11-13,16.377971568510333
26,2020-11-13,14.184758851814076
27,2020-11-13,11.5713680643795
28,2020-11-13,10.326019585967522
29,2020-11-13,4.841598221453715
2A,2020-11-13,3.9069557362240293
2B,2020-11-13,5.04036227603859
30,2020-11-13,11.921028835526977
31,2020-11-13,7.9957805907173
32,2020-11-13,8.74555889587319
33,2020-11-13,7.988997937113209
34,2020-11-13,9.657777343622806
35,2020-11-13,8.330778327712322
36,2020-11-13,11.300813008130081
37,2020-11-13,8.409405255878285
38,2020-11-13,19.27237829349154
39,2020-11-13,12.721790560129886
40,2020-11-13,8.866579095515107
41,2020-11-13,10.001605394124258
42,2020-11-13,18.003847459545096
43,2020-11-13,19.00515535739167
44,2020-11-13,8.907600265898516
45,2020-11-13,11.675187969924812
46,2020-11-13,8.688340807174889
47,2020-11-13,9.950962803492406
48,2020-11-13,13.045475424896647
49,2020-11-13,10.521881089051556
50,2020-11-13,7.022318998366902
51,2020-11-13,9.23504120386958
52,2020-11-13,13.64315042926465
53,2020-11-13,11.588561161850576
54,2020-11-13,8.292517336695601
55,2020-11-13,8.9412811387900355
56,2020-11-13,7.7326243828332695
57,2020-11-13,10.379616963064295
58,2020-11-13,7.7030081724917405
59,2020-11-13,10.780740687282742
60,2020-11-13,11.225364181662382
61,2020-11-13,9.868128611646169
62,2020-11-13,11.190173840697113
63,2020-11-13,10.619142887227545
64,2020-11-13,8.401798841131194
65,2020-11-13,13.226784238082118
66,2020-11-13,5.431711145996861
67,2020-11-13,7.894736842105263
68,2020-11-13,9.682983682983682
69,2020-11-13,16.48870636550308
70,2020-11-13,12.38022813688213
71,2020-11-13,13.31640486595016
72,2020-11-13,9.43135662063363
73,2020-11-13,22.16360980360331
74,2020-11-13,24.152024607087178
75,2020-11-13,8.784293391156783
76,2020-11-13,9.6486355114228175
77,2020-11-13,13.358451150818814
78,2020-11-13,12.34657917122372
79,2020-11-13,6.7687200295094065
80,2020-11-13,9.472664136315917
81,2020-11-13,8.856620828925859
82,2020-11-13,9.939959973315544
83,2020-11-13,8.780784962144287
84,2020-11-13,12.993934938430435
85,2020-11-13,7.889233888853685
86,2020-11-13,7.49743238616912
87,2020-11-13,8.315802499690632
88,2020-11-13,11.787819253438114
89,2020-11-13,13.053053053053054
90,2020-11-13,13.661868748475236
91,2020-11-13,11.898813241723923
92,2020-11-13,10.430243491229776
93,2020-11-13,14.549463691744217
94,2020-11-13,12.350186230040196
95,2020-11-13,13.897756395845512
971,2020-11-13,6.193078324225866
972,2020-11-13,9.479465138490927
973,2020-11-13,5.176635187128366
974,2020-11-13,4.228094575799722
975,2020-11-13,0
976,2020-11-13,9.968847352024921
977,2020-11-13,4.590818363273453
978,2020-11-13,9.565217391304348
01,2020-11-14,16.908352668213457
02,2020-11-14,10.80472706809229
03,2020-11-14,11.732050333086603
04,2020-11-14,11.615016376921139
05,2020-11-14,16.657838983050848
06,2020-11-14,8.884960859997836
07,2020-11-14,15.687499999999998
08,2020-11-14,12.152432969215491
09,2020-11-14,5.291170945522855
10,2020-11-14,10.609229053394674
11,2020-11-14,6.759883311538075
12,2020-11-14,6.4412772069384605
13,2020-11-14,8.246752328852324
14,2020-11-14,7.377401337997913
15,2020-11-14,6.808090774543661
16,2020-11-14,7.104728012201322
17,2020-11-14,4.432843744470006
18,2020-11-14,11.665221162185603
19,2020-11-14,7.286467988022244
21,2020-11-14,11.256561897800518
22,2020-11-14,7.027892474930479
23,2020-11-14,7.988852763585694
24,2020-11-14,7.064086558468581
25,2020-11-14,15.963223497470072
26,2020-11-14,13.916722333556
27,2020-11-14,11.495238912241572
28,2020-11-14,10.302954431647471
29,2020-11-14,4.782086153456891
2A,2020-11-14,3.6139066788655074
2B,2020-11-14,4.932378679395385
30,2020-11-14,11.523746365352242
31,2020-11-14,7.811105983694816
32,2020-11-14,8.690838638250762
33,2020-11-14,7.82487926517471
34,2020-11-14,8.973774972343334
35,2020-11-14,8.030296117169321
36,2020-11-14,10.970551638324347
37,2020-11-14,8.297164351851851
38,2020-11-14,19.18704993155984
39,2020-11-14,12.745332695069411
40,2020-11-14,8.544333807491702
41,2020-11-14,9.88531739622032
42,2020-11-14,17.624181748170965
43,2020-11-14,18.422180934686295
44,2020-11-14,8.733199142912799
45,2020-11-14,11.723258215392091
46,2020-11-14,8.635724331926864
47,2020-11-14,9.613975079403861
48,2020-11-14,12.761020881670534
49,2020-11-14,10.291760179544726
50,2020-11-14,6.910796025454951
51,2020-11-14,9.117039432318332
52,2020-11-14,13.60771227289581
53,2020-11-14,11.240705642221899
54,2020-11-14,8.188256122750074
55,2020-11-14,8.744038155802862
56,2020-11-14,7.343010168439028
57,2020-11-14,10.318316228909376
58,2020-11-14,7.700403437993335
59,2020-11-14,10.581421251949209
60,2020-11-14,11.100627185435977
61,2020-11-14,10.099806345896024
62,2020-11-14,11.174229616104235
63,2020-11-14,10.406460296096904
64,2020-11-14,8.022822032038622
65,2020-11-14,13.389877641824249
66,2020-11-14,5.061179087875417
67,2020-11-14,7.862528685389575
68,2020-11-14,9.618518163519601
69,2020-11-14,16.038653472046015
70,2020-11-14,11.936625134594678
71,2020-11-14,12.901866345574955
72,2020-11-14,9.01058597982829
73,2020-11-14,21.48431014444629
74,2020-11-14,23.71692147775997
75,2020-11-14,8.707614335706529
76,2020-11-14,9.47320104512393
77,2020-11-14,13.142265987202576
78,2020-11-14,12.059331087188758
79,2020-11-14,6.70839951415491
80,2020-11-14,9.215898675110408
81,2020-11-14,8.826990976853669
82,2020-11-14,9.662241640060493
83,2020-11-14,8.627139112250006
84,2020-11-14,12.708656531182127
85,2020-11-14,7.518941826120456
86,2020-11-14,7.5238679162652184
87,2020-11-14,8.068428443763565
88,2020-11-14,11.528540989121902
89,2020-11-14,12.885973763874874
90,2020-11-14,13.394861561486653
91,2020-11-14,11.689245893777725
92,2020-11-14,10.233369540173134
93,2020-11-14,14.063734527258362
94,2020-11-14,12.104276069017255
95,2020-11-14,13.647654093836248
971,2020-11-14,6.230104592996817
972,2020-11-14,9.159014016433058
973,2020-11-14,5.742644452321872
974,2020-11-14,4.192622663960243
975,2020-11-14,0
976,2020-11-14,9.786476868327403
977,2020-11-14,4.562737642585551
978,2020-11-14,10.204081632653061
01,2020-11-15,16.830936920222634
02,2020-11-15,10.812840247794256
03,2020-11-15,11.724329839532512
04,2020-11-15,11.652703731911652
05,2020-11-15,16.887944768985662
06,2020-11-15,8.765884126642257
07,2020-11-15,15.658720200752823
08,2020-11-15,12.289942312515675
09,2020-11-15,5.261509552145318
10,2020-11-15,10.572503134141245
11,2020-11-15,6.670025188916877
12,2020-11-15,6.390768889382004
13,2020-11-15,8.152967356947457
14,2020-11-15,7.2873234177609065
15,2020-11-15,6.884681583476763
16,2020-11-15,7.111959287531806
17,2020-11-15,4.508307139649753
18,2020-11-15,11.584573161924022
19,2020-11-15,7.254033985434814
21,2020-11-15,11.091667788396824
22,2020-11-15,6.9151173550938
23,2020-11-15,7.9205607476635524
24,2020-11-15,6.949364450927277
25,2020-11-15,15.892526250772082
26,2020-11-15,13.76126293841686
27,2020-11-15,11.492355802640724
28,2020-11-15,10.146561443066517
29,2020-11-15,4.7555470786445415
2A,2020-11-15,3.595298455865407
2B,2020-11-15,4.832935560859188
30,2020-11-15,11.380492046442638
31,2020-11-15,7.671181574183884
32,2020-11-15,8.68362831858407
33,2020-11-15,7.780851537409775
34,2020-11-15,8.83836729345476
35,2020-11-15,8.096778602998132
36,2020-11-15,10.826566729127629
37,2020-11-15,8.272220592549134
38,2020-11-15,19.142268779657982
39,2020-11-15,12.595281306715064
40,2020-11-15,8.542141230068337
41,2020-11-15,9.959250203748981
42,2020-11-15,17.535545023696685
43,2020-11-15,18.472622478386167
44,2020-11-15,8.79557571944233
45,2020-11-15,11.755630978093182
46,2020-11-15,8.691983122362869
47,2020-11-15,9.649122807017543
48,2020-11-15,12.807424593967518
49,2020-11-15,10.282679826208229
50,2020-11-15,6.943666703998208
51,2020-11-15,9.098257589365906
52,2020-11-15,13.628778045614688
53,2020-11-15,10.98992130332735
54,2020-11-15,8.131163708086785
55,2020-11-15,8.609271523178808
56,2020-11-15,7.280983324199483
57,2020-11-15,10.245516280689534
58,2020-11-15,7.667900581702803
59,2020-11-15,10.506576049336102
60,2020-11-15,11.101808439383792
61,2020-11-15,10.062518606728194
62,2020-11-15,11.14852648707286
63,2020-11-15,10.175954676690091
64,2020-11-15,7.930077935802034
65,2020-11-15,13.397195612939052
66,2020-11-15,5.088389870998567
67,2020-11-15,7.87907053304436
68,2020-11-15,9.582191451512093
69,2020-11-15,15.953274396319618
70,2020-11-15,11.80171884591774
71,2020-11-15,12.864930345245307
72,2020-11-15,9.025420220253375
73,2020-11-15,21.286755466197537
74,2020-11-15,23.598832905108218
75,2020-11-15,8.67644202757817
76,2020-11-15,9.49236776712815
77,2020-11-15,13.1234903960434
78,2020-11-15,11.892472230251476
79,2020-11-15,6.692322132532383
80,2020-11-15,9.127584467977812
81,2020-11-15,8.781785925487878
82,2020-11-15,9.760651841792566
83,2020-11-15,8.607804330487696
84,2020-11-15,12.748385494287135
85,2020-11-15,7.560490340799691
86,2020-11-15,7.4630778641964515
87,2020-11-15,8.11709063019302
88,2020-11-15,11.456463195691203
89,2020-11-15,12.807088199758358
90,2020-11-15,13.393303348325839
91,2020-11-15,11.723779439401817
92,2020-11-15,10.140714804782982
93,2020-11-15,14.044326577003222
94,2020-11-15,12.040058512433891
95,2020-11-15,13.558149190386123
971,2020-11-15,6.0661764705882355
972,2020-11-15,9.194289862085652
973,2020-11-15,5.713259072942868
974,2020-11-15,4.200798151648813
975,2020-11-15,0
976,2020-11-15,9.694793536804308
977,2020-11-15,4.638218923933209
978,2020-11-15,9.826589595375722
01,2020-11-16,16.180848424708508
02,2020-11-16,10.048449612403102
03,2020-11-16,10.927383205498556
04,2020-11-16,10.516748896390547
05,2020-11-16,15.847294699258446
06,2020-11-16,8.347755643112272
07,2020-11-16,14.936499171728327
08,2020-11-16,12.105193603806
09,2020-11-16,4.870775347912525
10,2020-11-16,10.698659139026113
11,2020-11-16,5.833605931741358
12,2020-11-16,5.729974931359675
13,2020-11-16,7.5833640044166355
14,2020-11-16,7.030410318012266
15,2020-11-16,7.953097119551364
16,2020-11-16,6.628982528263104
17,2020-11-16,3.690524603497357
18,2020-11-16,10.594279366842544
19,2020-11-16,6.396772799308457
21,2020-11-16,10.326239148697844
22,2020-11-16,6.645952011047816
23,2020-11-16,7.688243064729194
24,2020-11-16,6.598639455782313
25,2020-11-16,14.842597935500418
26,2020-11-16,13.791173648864726
27,2020-11-16,10.930735930735931
28,2020-11-16,9.444515062921063
29,2020-11-16,4.142827600468739
2A,2020-11-16,3.519921779516011
2B,2020-11-16,4.117398648648648
30,2020-11-16,10.509704907685025
31,2020-11-16,7.016465564649177
32,2020-11-16,8.801389693109437
33,2020-11-16,7.3331583437233405
34,2020-11-16,7.79903156014973
35,2020-11-16,7.380872241188633
36,2020-11-16,9.577015163607342
37,2020-11-16,7.960893854748603
38,2020-11-16,18.21094289842327
39,2020-11-16,11.438751689396732
40,2020-11-16,8.13330688355485
41,2020-11-16,9.210983663538407
42,2020-11-16,16.646608785352015
43,2020-11-16,17.32066217044758
44,2020-11-16,8.261463274399885
45,2020-11-16,11.311710141318558
46,2020-11-16,8.345534407027818
47,2020-11-16,9.006571318129106
48,2020-11-16,11.894273127753303
49,2020-11-16,9.317170297493558
50,2020-11-16,7.180156657963447
51,2020-11-16,8.56048458934616
52,2020-11-16,12.841154525819753
53,2020-11-16,10.742101396032329
54,2020-11-16,7.827809047321242
55,2020-11-16,8.419243986254296
56,2020-11-16,7.405318291700241
57,2020-11-16,9.855671625263003
58,2020-11-16,7.558882599963483
59,2020-11-16,10.227950829454588
60,2020-11-16,10.643873965096194
61,2020-11-16,9.562161370625274
62,2020-11-16,10.823254371526039
63,2020-11-16,9.777649436904417
64,2020-11-16,7.808219178082192
65,2020-11-16,11.49063670411985
66,2020-11-16,4.311046038718073
67,2020-11-16,7.602321949494652
68,2020-11-16,8.894169995449259
69,2020-11-16,14.795690848921538
70,2020-11-16,10.461441213653604
71,2020-11-16,12.69301230044491
72,2020-11-16,8.262475307051448
73,2020-11-16,20.147018785733735
74,2020-11-16,22.85595337218984
75,2020-11-16,7.950569493039529
76,2020-11-16,9.644766997708174
77,2020-11-16,12.572338524876683
78,2020-11-16,11.298366294067067
79,2020-11-16,6.683699540112417
80,2020-11-16,8.781666815862502
81,2020-11-16,8.235417540914813
82,2020-11-16,9.077809798270893
83,2020-11-16,7.960814152558493
84,2020-11-16,12.007603067444451
85,2020-11-16,7.093542710166509
86,2020-11-16,6.769774635439682
87,2020-11-16,7.2312083729781165
88,2020-11-16,11.2546992481203
89,2020-11-16,12.122440705453071
90,2020-11-16,14.259501965923985
91,2020-11-16,10.878151260504202
92,2020-11-16,9.333287106056929
93,2020-11-16,13.165582518599306
94,2020-11-16,11.348045940966642
95,2020-11-16,12.863448805296995
971,2020-11-16,6.022340942204954
972,2020-11-16,8.130296610169491
973,2020-11-16,5.767844268204758
974,2020-11-16,3.9661809183392904
975,2020-11-16,0
976,2020-11-16,9.335219236209335
977,2020-11-16,5.088062622309197
978,2020-11-16,8.571428571428571
01,2020-11-17,15.510369519691954
02,2020-11-17,9.6218487394958
03,2020-11-17,10.22603781786568
04,2020-11-17,10.024993057484032
05,2020-11-17,14.943198368773666
06,2020-11-17,8.058509617230392
07,2020-11-17,14.976415094339623
08,2020-11-17,11.718530978413233
09,2020-11-17,4.1091037902940135
10,2020-11-17,10.676052207068485
11,2020-11-17,5.18624985028147
12,2020-11-17,5.678358702845798
13,2020-11-17,7.683538175628192
14,2020-11-17,6.87266915290357
15,2020-11-17,7.535695399259651
16,2020-11-17,6.437425029988004
17,2020-11-17,3.5457294816977782
18,2020-11-17,10.358565737051793
19,2020-11-17,6.200549006943323
21,2020-11-17,9.358638743455497
22,2020-11-17,5.892422740787459
23,2020-11-17,7.414772727272727
24,2020-11-17,6.5885613504661125
25,2020-11-17,13.987913356420181
26,2020-11-17,12.924304141208417
27,2020-11-17,10.660240963855422
28,2020-11-17,9.179814838962056
29,2020-11-17,3.781670551086384
2A,2020-11-17,3.469945355191257
2B,2020-11-17,3.6635006784260513
30,2020-11-17,9.666610822583348
31,2020-11-17,6.770321493752632
32,2020-11-17,8.486646884272997
33,2020-11-17,7.034361233480175
34,2020-11-17,6.920996857414309
35,2020-11-17,6.789632692001908
36,2020-11-17,7.410636442894507
37,2020-11-17,7.647710802284935
38,2020-11-17,17.419748483102268
39,2020-11-17,10.768203072812291
40,2020-11-17,7.787497333048858
41,2020-11-17,9.342429410649991
42,2020-11-17,15.86044318717586
43,2020-11-17,16.280241935483872
44,2020-11-17,7.640871231376843
45,2020-11-17,10.524261740601016
46,2020-11-17,7.940991839296924
47,2020-11-17,9.215017064846416
48,2020-11-17,12.362242453282224
49,2020-11-17,8.619922446125484
50,2020-11-17,6.946869543527064
51,2020-11-17,7.749009490463467
52,2020-11-17,11.347949654892407
53,2020-11-17,9.699803891989742
54,2020-11-17,7.525489561417705
55,2020-11-17,8.673469387755102
56,2020-11-17,6.811582178710694
57,2020-11-17,9.644432301627571
58,2020-11-17,7.394559065181669
59,2020-11-17,10.051290892633938
60,2020-11-17,10.380509529111272
61,2020-11-17,8.723373424141428
62,2020-11-17,10.572507398714155
63,2020-11-17,8.939878377531189
